,text,tag,senti_polarity
101,	【摧残生命力的毒品】醉酒所产生的无所顾忌，甚至随之而来的不谨慎，是一种虚假的生命力加强的感觉。醉酒的人感受不到生命力的阻碍，而这种阻碍的制约力是与人的本性不可分割的（甚至健康也有赖于此）。他在他的软弱状态中自觉很愉快，因为他身上的自然本性实际上努力通过他各种能力的逐渐增长，使他的生命一步一步重新产生出来。在现实生活中，真正的快乐并不多，人们大多过的是一种伪快乐的生活。我们以举杯饮酒作为一个例子，我们一旦从酒精的麻醉中清醒过来，就会感觉无聊不满，渴望着什么，却又不知道自己究竟要什么，如此，追求兴奋的欲望就会越来越强烈，身心也就会越来越痛苦。试问这种快乐是你想要的快乐吗？是真正的快乐吗？能带给我们真正的幸福吗？	,正能量,positive
102,	男人女人之间的较量，输家永远是女人。不是因为她不够聪明，仅仅是因为她更爱他。女人的经历可以沧桑，但女人的心态绝对不可以沧桑。在工作中，人与人之间的关系是一种相互依赖的关系，不仅所肩负的事业存在共性，而且也有更多工作必须依靠合作才能完成，因此相互拆台、从中作梗、暗处捣乱，想把一件事做好是不大可能的。	,正能量,positive
103,	再好的东西，你也不可能长久拥有，不必计一时回赠，莫如常怀怜悯之情，常施援助之爱，得到人心，他物不缺。别以为成败无因，今天的苦果，是昨天的伏笔；当下的付出，是明日的花开。人生，总有太多期待一直失望，总有太多梦想一直落空，总有太多言语无人可诉。空无，并不是一无所有，减少对物质的依赖，反而能照见内心无限的宝藏。很多人背负家庭和事业的重担，常常觉得喘不过气来，因此，借着出国旅游来散心解闷。但是一味凭借旅行去浇愁解忧，终究不是上上之策。也许，生活简单一点，心里负荷的重量，自然减轻不少。	,正能量,positive
104,	让幸福成为自己的一种习惯，我们不需要太多的寻寻觅觅，不需要太多的权衡，只需要放下那些太过于高远的想法，给自己的幸福画一条最浅的底线，你就会发现，生活中的快乐越来越多，幸福越来越多，就会感到每一天都是富足而充实的。有的人习惯于忙碌奔波，深陷名利而不能自拔，蓦然回首，才发现真正的幸福恰恰就在出发的原点，而当年的他们却坚信幸福会在更远的地方。如果你已经埋头工作了许久，那么，请站起来，推开窗，深深地呼吸，放眼远望，微笑抑或呼喊，慢慢品尝这一刻，享受它，学会在最琐碎的事情里品尝幸福的滋味！我们必须坚信：思想决定人生的高度。约瑟夫·墨菲这样解释：“你衷心期盼的必将能够实现，最重要的莫过于思考方式，人生就是一天到晚自己想象出来的，人的一生，就是为自己思考的一生。”在很多时候，我们都有着自己的想法：希望自己将来能成为实业家，希望进入自己梦寐以求的公司，谋得一个称心如意的职位，等等。但是，最终，有的人能够实现自己的愿望，走成功的人生；而有的人却不管怎么努力就达不到自己的理想，过着平凡的日子。其实，决定你命运的绝不是才能，更不是环境和外在条件，而是你的思考方式，即你的思想高度。	,正能量,positive
105,	不要心怀不满、怨气冲天，也不必耿耿于怀、一蹶不振。曾经的美好回忆，伴随着我一路走来，经历了人生的风风雨雨。于是就印下了那段旧时光，放在岁月的流动中，让它缓缓流逝。既温暖又滋润着时下，或许更未来的日子。人要拿得起，也要放得下。请相信，青春的可贵并不是因为那些年轻时光，而是那颗盈满了勇敢和热情的心，不怕受伤，不怕付出，不怕去爱，不怕去梦想。拥有人生智慧，心灵则空明澄澈，超然于名利纷争之外，感到宁静和满足。身居高位，钟鸣鼎食掌印管符，可谓荣华富贵;人在陋室，“可以调素琴阅金经”逗虫鱼养花鸟，自怡心性淡泊明志;驰骋政坛跃马商场，可以体会到奋斗的满足与成就；拥有一份普通工作，日出而作日落而息，尽享天伦，能感受到生活的平和安逸。“芙蓉如面柳如眉”，是先天的骄傲；“腹有诗书气自华”的浸润，更能使你出类拔萃，卓尔不群；即使是遇到挫折“行到水穷处”，也要坦然的迎难而上，潇洒的“坐看云起时”。	,正能量,positive
106,	不管我活着，还是我死去，我都是一只牛虻，快乐地飞来飞去。《牛虻》看一切人都是好人，看一切事都是好事，看一切处都是好处，这才是解脱。不要总是按照自己的想法去要求别人，一定要按照别人的想法来要求自己。人之脓血招来了苍蝇，人之贪心养肥了骗子，人性之弱点热闹了整个世界。	,正能量,positive
107,	相信我，当一件坏事发生的时候，你能听到的永远不是真正的答案，而是别人编造的推托的理由。而事实的真相，往往是你所有预感、预测中最坏最恶毒的那个。--陆琪自我表现要适可而止：你纵有天大的才华，也应尽量避免虚荣。与其表面上有英雄气概，不如实实在在有英雄品行。心安理得地做自己的事，别人爱怎么说就怎么说好了。	,正能量,positive
108,	斗志昂扬的人就这样迈开大步，穿过人生之谜构成的骇人的黑雾，迈步向前！不断向上！永远向前！不断向上！那些具有非凡毅力、顽强意志的人，经过自己不屈不挠的执着追求，终会换来成功的喜悦，也会赢得世人的崇敬。	,正能量,positive
109,	【人生哲理经典语录】27岁开始变笨：别以为只有老了才会变笨！研究者对2000名18至60岁的男性和女性进行的7年调查，从逻辑推理、反应速度和空间想象力3项测试的结果来看，调查对象的得分首次明显低于之前的最高水平是在27岁。就是说人从27岁开始，综合智力水平开始走下坡路了。日历随着时间流逝，却怎么也翻不过，心痛的那一页；我放下尊严，放下个性，放下固执，都只是因为放不下你；闭上双眼，最挂念的是你；张开眼睛，最想看到的是你；如此执迷不悟，算不算刻骨铭心；爱到痛了，痛到哭了，选择了放弃，或许放弃是一种无奈的绝望，使人痛彻心扉。	,正能量,positive
110,	也许某一天在喧闹的城市里，我们擦肩而过，我会停住脚步，凝视着那个正远去的背影，告诉自己，那个人我曾经爱过！弱者在生命的市场上什么也买不到，他什么都说不理想，终于两手空空，但却支付了时间和生命。爱是一张纸，一旦装进感情的信封，其正面必写着挚爱与真诚，背面必定写上忐忑与激动。制定目标也许不算太难，可是要能贯彻到底就不是件容易的事了。一个真正的决定必须是有行动的，并且还是立即行动。	,正能量,positive
111,	一个人总要走陌生的路，看陌生的风景，听陌生的歌，然后在某个不经意的瞬间，你会发现，原本是费尽心机想要忘记的事情真的就那么忘记了。决定今天的不是今天，而是昨天对人生的态度；决定明天的不是明天，而是今天对事业的作为。我们的今天由过去决定，我们的明天由今天决定！心的变化，是最高超的魔术师的表演，看起来那么神奇奥妙，任谁也辨认不出来。当我们真正明白了，才知道其实没有什么复杂的，都是它变的。	,正能量,positive
112,	人生最美是淡然。快乐不是拥有的多，而是渴求的少。只有坦然接受平淡的生活、从容面对人生的无奈，才能做到知足常乐、随遇而安。人生的真正滋味，唯有静者才能尝得出。只有淡然面对纷繁世事，宠辱不惊地正视自己的生活，才能收获更加美好的人生。自省即自我反省。自省，就是通过自我意识来省察自己言行的过程。“静坐观心，真妄毕现”。夜深人静时，独坐观心，自我反省，这时候，就可以得到大机趣，得到大惭愧。反省，是一面镜子，是一剂良药，是把自己引向做一个有尊严、有人格的人的阶梯。	,正能量,positive
113,	人生不过如果你曾经错过了昨天，那么请不要再错过今天。过去的事，交给岁月去处理；将来的事，留给时间去证明。我们真正要做的，就是牢牢地抓住今天，让今天的自己胜过昨天的自己，让今天的自己塑造明天的自己。集中精力看好眼前的路，才不会跌跤，才不会走岔道。给自己一个机会，让自己重新开始。看到有人说真正的放下大概是：你不会删除他的聊天记录，也不会把他拉入黑名单，只是任由他躺在通讯录里，再也懒得去点开。他像你掉进床底的笔，扔在地铁站的水，决定不要了，就再不会想起。他留下的那些痕迹就像家中沙发缝的灰，油烟机上的渍，你不会为它特意来次大扫除，只是心情好时，顺手一擦。很多时候，限制我们的，不是周遭的环境，也不是他人的言行，而是我们自己：看不开，忘不了，放不下，把自己囚禁在灰暗的记忆里；不敢想，不自信，不行动，把自己局限在固定的空间里……如果不能打破心的禁锢，即使给你整个天空，你也找不到自由的感觉。简单，是人生的至境。小时候的欢乐，是单纯带来的。长大后的痛苦，是复杂给予的。越长大越孤单。小时候，在没人的地方，我们也可以很快乐，因为有花草虫鱼作伴。长大后，越在人群中，我们越感到孤单，因为人心叵测。简单，是人生的大彻大悟。无欲无求无失望，来去随缘少徒劳。简单，是最大的快乐。	,正能量,positive
114,"	【人生哲理的话】天才人的全部本领无非是耐心和时间的混合物。人生对在各种孤独中间，人最怕精神上的孤独。思想自满、自高自大和轻信是人生的三大暗礁。人生通过辛勤工作获得财富才是人生的大快事。把脸永远朝向有阳光的一面，把阴影留在身后。不要因为它的结束而哭，应当为他的发生而笑。钱在不需要的人手里,只不过是一个数字而已。再美好也经不住遗忘，再悲伤也抵不过时间。	",正能量,positive
115,	【描写有哲理的好句】时光匆匆流逝过，平平淡淡才是真。忍耐任由风雨过，守得云开见月明。做自己的梦，去自己想去的地方，做自己想做的人，因为生命只有一次，机会只有一回。一个不经意，你的笑容就成了谁的整个世界。尽享美好生活，来之不易。我所说的来之不易，并不是指丰厚的物质生活享受来之不易，不是豪宅来之不易，也不是轿车来之不易，而是在思想上真正想开了什么是享受美好生活来之不易。自律，源于一个人对自己的真正关爱，源于一种道德良知。“不妄没于势力，不诱惑于事态，心有长城，能挡狂澜万丈。”做一个自律的人，就是能率真的面对自我，素心为人，侠义交友；就是能品行如修竹傲立，操履严明、守正不阿；就是能做到才华应韫、德居人前，利在人后；就是能面对形形色色的诱惑，做到心不动、眼不迷、嘴不馋、手不伸。因为自律，拥有自尊，因为自律拥有自信。	,正能量,positive
116,	跌倒了，一定要爬起来；不爬起来，别人会看不起你，你自己也会失去机会，不要为失败找借口，应该直面失败，并迅速找出失败的原因。什么被你轻视了，终会被你看重；你专注于一个方向，终会比别人走得远些。花香，常在夜色中；奋进，常在孤寂里；成败，常在路途上。春蚕和蜘蛛虽然都在忙忙碌碌地织网，但一个在奉献，一个在索取。奉献者给予人类的是无价的财宝，索取者留给人们的却是轻蔑的鄙弃。	,正能量,positive
117,	静坐常思己过，闲谈莫论人非，能受苦乃为志士，肯吃亏不是痴人，敬君子方显有德，怕小人不算无能，退一步天高地阔，让三分心平气和，欲进步需思退步，若着手先虑放手，如得意不宜重往，凡做事应有余步。持黄金为珍贵，知安乐方值千金，事临头三思为妙，怒上心忍让最高。如果你爱生命，你该不怕去体尝。你接收了生命们从萌生到稳健成熟的种种苦恼，挣扎，失望，焦虑，怨仇和哀伤，你也容纳了它们的欢乐，得意，胜利，收获和颂赞。你告诉我：生命的过程注定是由激越到安详，由绚烂到平淡。	,正能量,positive
118,	当一个人遭遇挫折的时候，或许会抱怨呐喊——我这么有才华，为什么却落了个穷困潦倒、一事无成的下场？苍天真是不公！苍天真的不公吗？非也，是他不懂基本的人情世故的缘故。这一切都是他自己造成的。当他面临人生败局时，是否应该自我反思一下呢？是否做得太过分了？是否目中无人，过于突出自己，忽视了众人的感受？是否自以为聪明绝顶，别人都愚不可及？一个人如果这样反思一番，就能找到问题的症结，然后对症治疗，等顿悟明澈之后，也就真正成熟起来了！时间有的人自认为会做一些事情，实际上他们什么都不会，只是什么都懂一点而已。对于什么都不需要的人，他们什么都愿意出借，而对真正需要的人，却什么也不拿出来；另一些人悄悄审度着别人的思想，而将自己的金钱及疯狂的举动都高利放出去。有的人你再也得不到如实的印象，他们的心灵，就像一面使用过久已不光滑的镜子，再也映照不出任何形象；另一些人，对他们的感官和生命都格外节俭，表面上则装出舍弃生命的样子，就像有人随意将性命从窗户抛掷出去一样。	,正能量,positive
119,	你不要一直不满人家，你应该一直检讨自己才对。不满人家，是苦了你自己。说话不要有攻击性，不要有杀伤力，不夸已能，不扬人恶，自然能化敌为友。铁饭碗的真正含义不是在一个地方吃一辈子饭，而是一辈子到哪儿都有饭吃。	,正能量,positive
120, 永远相信梦想，相信努力的意义，相信遗憾比失败更可怕，因为不成功的人生它只是不完美，但是它完整。,正能量,positive
121, 你不太懂，不懂世道，不解人情。你只知道梦想需要不断的努力与付出才能浇筑成功。,正能量,positive
122, 福克纳《喧哗与骚动》：任何一个活着的人都比死去的人强，可是任何一个活着的人都不比另外一个活着的人强多少。,正能量,positive
123, 今天很残酷，明天更残酷，后天很美好。但是绝大多数人都死在明天晚上，见不到后天的太阳。道理就是这样。如果细心观察，你就会发现，最成功的人，往往是那些坚持得最持久、走得最远的人。,正能量,positive
124, 【正能量语录】工作着是美丽的节制和劳动是人类的两个真正的医生：劳动促进人的食欲，而节制可以防止他贪食过度。[法]卢梭《爱弥儿》[上卷]，第37页。,正能量,positive
125, 或许，我已心凉零度，或许，早已万劫不复，但我那转身的一幕，可曾让你有丝毫的感动，梦？一切都是梦！风雨，依然如故。,正能量,positive
126, “路径依赖”原理——选择正确，就等于成功了一半（万事开头虽难，但好的开始是成功的一半）,正能量,positive
127, 【正能量语录】一件事物如果能使人高兴，则我们在思想自己将来能惬意地享受它时，心中便产生了一种快乐，这就是所谓希望。,正能量,positive
128, 鲁迅先生揭示的中国人的国民性中，有一种就是奴性。那些见了主子就哈 腰，做了主子就张狂的人，充其量只是一些没有尊严的可怜的爬行动物罢了。,正能量,positive
129, 要记住，成功不是追求得来的，而是被改变后的自己主动吸引来的。一个人只有改变自己，才具备了幸运的前提，才会被幸运之神眷顾。,正能量,positive
130, 【正能量语录】为朋友的成功而能嫉心毫无，并能由衷而喜之强劲性格者，世上罕有。——[古希腊]爱斯裘勒斯,正能量,positive
131, 在探索科学的道路上，失败是常有的事。你珍视失败的价值，剖析失败的原因，你就会更靠近成功。,正能量,positive
132, 【正能量句子】不管生活多么严峻，我总是和自己一起，我将从每天的生活中汲取有益的东西，理解人生的意义。——佚名,正能量,positive
133, 成功三个条件：（1）机会；（2）自己渴望改变并非常努力；（3）贵人相助。,正能量,positive
134, 【励志语句】凡是表面上故作坦白的商人，骨子里必定是个狡猾的狐狸——这样的人个个全都狐狸一样狡猾。——马克·吐温,正能量,positive
135, 书是钥匙，能开启智慧之门；书是阶梯，帮助人们登上理想的高峰；书是小船，载着人们驶向成功的彼岸；书是良药，能医治人们的愚昧。,正能量,positive
136, 鼓励人常常会说，坚持就是胜利，意思大致说，坚持下来了，就算是某种意义上的战胜自我。但事实上，坚持不一定就能胜利，但胜利必定得坚持。坚持只是成功的一种基本前提。,正能量,positive
137, 【励志句子】人生的道路，犹如一个圆。对于奋进者来说，每走一圈所到达的都是一个新的出发点。对于不求上进、因循守旧的人来说，每走一圈都是回到了原出发点。,正能量,positive
138, 【正能量语录】友谊来自于互相的了解和真诚的相待，升华于默契的配合相互的宽容。它在顺境中成长，在逆境中成熟。,正能量,positive
139, 【正能量句子】尊重是一道栅栏，既保护着父母，也保护着子女，使父母不用忧愁，使子女不用悔恨。——[法国]巴尔扎克,正能量,positive
140, 【正能量语录】诚实是力量的一种象征，它显示着一个人的高度自重和内心的安全感与尊严感。诚实和勤勉，应该成为你永久的伴侣。——[美国]富兰克林,正能量,positive
141, 【励志语句】生命是一个短促的日子，但那是一个工作的日子，活动可能引人人恶，但不活动绝不能引人人善。——摩尔,正能量,positive
142, 没有机会只是弱者逃避现实的一种借口，抓住机会才是开拓者强劲的誓言。,正能量,positive
143, 【正能量句子】天才——首先是不知疲劳的、目标明确的劳动，在一定事物上集中注意力的能力。——[俄国]切列巴霍夫,正能量,positive
144, 路永远属于强者，永远属于不畏惧世界的人，其实世界并不可怕，只要你勇敢地靠近它。,正能量,positive
145, 老子说过：“知足不辱。”知足者必知已。知己者才不会去盲目追求不切实际的东西。人生成功在于知己，而失败则在于不知己。,正能量,positive
146, 跌倒了并不意味着永远沉沦，爬起来看看自己，要比以前更高。,正能量,positive
147, 世间最美都从坚强的心灵出世，生射中的那片绿叶不会凋零，守住心灵的绿茵你便守住了全部；‘春天’的绿茵，式生命之火俞燃俞洌，向着成功的比岸云航。,正能量,positive
148, 【正能量句子】对待别人要能克制忍让，不可怀有仇恨。心胸开阔：不要为令人不快的区区琐事而心烦意乱，悲观失望。一富兰克林,正能量,positive
149, 【励志句子】当你打算和一个人共同生活白头偕老的时候，用五六年的时间来作巨大而必须的考察大概不算长。——燕妮,正能量,positive
150, 人生定位在哪里，心里装的坐标图；人生路线在那里，顺着路标一直走；人生手段是什么，大要着眼小着手；人生态度是什么，理想信念当导游。,正能量,positive
151, 生活便是如此，成功往往降临在那些善于把握细节的人身上。因此，用心观察周围的一切，戒掉马虎大意的习惯，才能脱颖而出。,正能量,positive
152, 【励志句子】现代社会是竞争的社会、瓜葛的社会。而且，也意味着现代的人，生活在嫉妒的温床中。——[日本]诧摩武俊,正能量,positive
153, 【励志语句】人之能生活，不在货物之交换，而在其生产。亦即不依靠买卖生活，而是靠工作求生存。——[英国]罗斯金,正能量,positive
154, 【励志句子】人的一生应该为自己而活，应该喜欢自己，也不要太在意别人怎么看我，或者别人怎么想我。其实，别人如何衡量你也全在于你自己如何衡量自己。——席慕蓉,正能量,positive
155, 【励志句子】摘一粒种子，采一朵鲜花，装入相思的贺卡中，在这一年中最甜美的一天献给你——我的朋友。祝贺你拥有丰富的昨天和美丽的今天，更期待来年的相见。,正能量,positive
156, 人如果想要成功的话，不管在哪里都要让自己去适应这个环境，而不是让环境去适应你。,正能量,positive
157, 成功的目标是一种动力，能够促使咱们继续前进。不好被面前的雾迷住了眼睛，即使出现了再大的困难，那也是暂时的障碍，以乐观的态度对待，成功就在雾的后面。,正能量,positive
158, 甜言蜜语好听，但不靠谱；忠言劝告逆耳，但最真诚，有些人，话说的好，却虚伪；有些人，嘴巴太毒，却刚正。,正能量,positive
159, 我们要把理想与现实之间这座桥一段一段接起来，在每一段都给自己一点儿回馈，让自己可以享受一下这些许的成功。,正能量,positive
160, 最成功的人往往也是失败次数最多的人，因为他们是那些尝试次数最多的人。,正能量,positive
161, 黄渤一路都在坚持，但是他很不鼓励一条路走到黑。当你在一条路上走了很久，并没有获得想要的成功，这时候就需要换一条路试试看，这并不代表你不执著，而是执著的另外一种变通方式。,正能量,positive
162, 【励志句子】切莫轻信过度谦虚的人，尤其对方摆出讽刺他自己的态度时，更不能骤然相信。因为这种谦虚的背后，可能隐藏着强烈的虚荣心和功名心。——[法国]伏尔泰,正能量,positive
163, 【励志句子】一个人受了友谊的感动去办事的时候，本来胆小的变得勇敢了，本来怕羞的变得自信了，懒怠的也肯动了，性子暴躁的也谨慎小心肯担待人了。[英]萨克雷《名利场》第1册，第272页。,正能量,positive
164, 【励志句子】人饮弹自尽之后，跟着来的是坟墓的安宁；青春毁灭之后，跟着来的却是长年的悲伤和痛苦的回忆。——契诃夫,正能量,positive
165, 成功是优点的发挥，失败是缺点的累积。走对了路的原因只有一种，走错了路的原因却有很多。,正能量,positive
166, 【励志的句子】松树，并不像柏树那样笔直挺立，庄重肃穆。不像榕树那样枝叶茂盛，绿阴如盖。也不像桂花树那样翠绿，闪烁着油亮的光泽。但是，松树却有坚强的高贵品质，这是其他树都没有的。,正能量,positive
167, 【励志句子】生活中如果只充满一个“病”字，精神便会空虚和烦恼，只有把自己的身心同壮丽的共产主义事业联系起来，生活才会变得充实而有意义。高士其引自《广州日报》1979年6月4日。,正能量,positive
168, 【正能量语录】我所了解有关人性最可悲的事情之一是：我们全都有把生活挪后的倾向。我们全都梦想着地平线上方的某个神奇的玫瑰园——却不知享受今天盛开在我们窗外的玫瑰。——卡耐基,正能量,positive
169, 一个人把大量的时间放在改变自己的缺点上，铁定成功不了，人一定不是改变自己的缺点而成功，一定是把自己的优点做到极致而成功。,正能量,positive
170, 不明白，别人都说痛苦的记忆可以随着时间慢慢改变，可它在我心里，总是在这样的深夜，悄悄袭上心头，不断的蔓延，不断的重复…,正能量,positive
171, 【励志句子】必需的知识，就是某种完整的知识，就是关于生活，关于生存，关于广义存在的科学，而不是忽而东忽而西的科学。——[俄国]别林斯基,正能量,positive
172, 若赚钱是幸福，那这幸福很辛苦；若快乐是幸福，那这幸福很浅薄；若成功是幸福，那这幸福很苦恼。其实，不以物喜，不以己悲，做完整的自己，就是幸福。,正能量,positive
173, 作为女人，也同样渴望自由；渴望独立；渴望理解；渴望关怀；渴望体贴；渴望爱情；渴望尊重；渴望成功。,正能量,positive
174, 【治愈系基地】不热烈地坚强地希望成功、期待成功而能取得成功，天下绝无此理。成功的先决条件，就是自信。,正能量,positive
175, 【励志语句】没学会走先学跑是不成的，不但跑不快，跑不好，而且要摔跟斗，反倒停滞不前。苟慧生《漫谈培养戏曲界青年一代》，《荀慧生演剧散论》第184页。,正能量,positive
176, 成功的道路没有止境，切不可因为一时取得了成绩就洋洋自得，骄傲自满。每一个人只有时刻保持着一种虚心求教的态度，才能不断地学习，不断地进步。,正能量,positive
177, 如果不战而全胜是你的战略目标，那么避实击虚就是达到这个目标的关键。通过集中你的资源来攻击对手的致命弱处，你就会获得成功。,正能量,positive
178, 一个人被成功的人影响一百次就成功了，被失败的人影响一次就失败了。成功的人解决问题，失败的人制造问题，武装头脑是穷人的财富，是富人的资本。,正能量,positive
179, 我坚信一个人只要有了自己的理想之家，再加之努力与勤奋，成功的目标就会离自己越来越近。,正能量,positive
180, 【正能量句子】我们需要感情，但感情的源头只有来自对祖国、对人民的无比热爱，离开这一汹涌的源头，一切感情的热浪都会枯竭。,正能量,positive
181, 【励志语句】我们计算着每一寸逝去的光阴；我们跟它们分离时所感到的痛苦和悲伤，就跟一个守财奴在眼睁睁地瞧着他的积蓄一个子儿、一个子儿地给强盗拿走而没法阻止时所感到的一样。一马克·吐温,正能量,positive
182, 【正能量句子】春天来了，给我一树碧绿的柳哨，岁月的协奏曲中，我吹着它，把一串古老的音符，送给远方谛听的你。,正能量,positive
183, 没有失败就无所谓成功，没有遭遇过挫折和失败的人生是不丰富的人生，就像白开水，纯净却没有味道。 ——俞敏洪,正能量,positive
184, 【正能量句子】人的一生就像一个方程式，好逸恶劳的人，他的一生是个无解方程：骄傲自大的人，他的一生是个不定方程：脚踏实地、虚心求进的人，他的一生便是个理想的实解方程。,正能量,positive
185, 【正能量语录】审美趣味，并非无可争辩人们说，谈到审美趣味无可争辩，只是对于感性方面的审美趣味来说，这话才是对的。[法]伏尔泰引自《西方美学家论美的美感》第127页。,正能量,positive
186, 我们的社会之所以会不断的进步，就在于人类会思考，而思考来自于细心的观察，当你细心观察身边的事情时，你一定会有很多的惊讶的发现，而这些发现往往正是你走向成功的一开始。,正能量,positive
187, 男人有时候会握紧拳头对自己说你是行的，你一定会成功，是男人就一定要挺起胸膛，致死不变，真正的男人，决不会在任何困难面前被吓倒，决不会对任何英雄顶礼膜拜，绝不会在任何大师面前发抖。,正能量,positive
188, 事业是人生的常青之树，事业是人生的不朽丰碑。凡是留下英名的人，总是创造了永存的事业。,正能量,positive
189, 生而贫穷不遗憾，死而贫穷才遗憾。聪明的人看得懂，精明的人看得准，高明的人看得远。一个频繁回头的人，是出不了远门的。人生不怕重来，就怕没有未来。,正能量,positive
190, 有些选择艰难曲折道路的人，在经历了一番求索与磨难之后，不仅收获了路边的风景，有时还能更容易实现自己预设的目标，最终到达成功的彼岸。,正能量,positive
191, 假如在成功前却步，常常只会拥抱失败；假如在难题时坚持，往往会取得新的胜利。,正能量,positive
192, 出去走走，看看世界，看着别人，思考着自己，旅行会让人谦卑，你会知道地球之大，不再愤世嫉俗，不与人为敌。旅行，为的就是让身体和心灵修炼。,正能量,positive
193, 有人问鹰：“你为什么到高空去教育你的孩子？”鹰回答说：“如果我贴着地面去教育他们，那它们长大了，哪有勇气去接近太阳呢？”——莱辛,正能量,positive
194, 这个过程也不存在坚持。迷一件事，人，物，都是喜欢人，事，物的过程。直到有好的结果出现到成功。,正能量,positive
195, 很多时候，很多人往往只是纸上谈兵，而没有考虑对方的需求。脱离实际情况去做事，只能使失败成为必然。只有知道别人需要什么，再动手去做，才有成功的可能。 ,正能量,positive
196, 一颗完全没有私欲的心灵不但能够使他人幸福，而且还能使自己达到不朽的境界，理解生活的真谛。,正能量,positive
197, 颠沛琉璃，现实还是那么的残酷，留给我的永远是生活最艰辛的一面，那七十二克的灵魂好累…而空荡荡的躯壳却没有选择的余地，只能含泪微笑，点头接受…,正能量,positive
198, 很多时候，人们只看到他人成功的表象，却忽略那些为成功付出的汗水与努力。世上哪有那么多无心插柳的事呢，有心栽花花都难开，所谓无心插柳柳成荫，只不过是机会降临在了有准备的人身上罢了。,正能量,positive
199, 我一丝不挂躺在镜头前是为了生存，而你衣冠楚楚站在镜头前却只是为了私欲和欺骗。---苍井空,正能量,positive
200, 低调做人，你会一次比一次沉稳；高调做事，你会一次比一次成功。成功的时候，不要忘记过去；失败的时候，不要忘记还有未来。,正能量,positive
201, 能坚持一个信念几十年，时间本身就是一种业绩一种成功，那时结果就已经不重要了。,正能量,positive
202, 【正能量语录】书籍是我们的好朋友当生活中遇到任何困难的时候，你都可以向它求助，它永远不会背弃你。都德书籍是这一代对另一代人精神上的遗言求知是人类的本性。[古希腊]亚里士多德《形而上学》第1页。,正能量,positive
203, 如果你问一个善于溜冰的人怎样获得成功时，他会告诉你：“跌倒了，爬起来”，这就是成功。——牛顿,正能量,positive
204, 【正能量句子】每个人的年岁都有严格的限度，不管是快是慢，是多是少，大家都趋于同样的命运，不管你地位低或是高，这是天意，必须依从“时间”的引导。——[英国]弥尔顿,正能量,positive
205, 猜疑之心犹如蝙蝠，它总是在黄昏中起飞。这种心情是迷惑人的，又是乱人心智的。它能使人迷惘，混淆敌友，从而破坏人的事业。,正能量,positive
206, 【励志句子】要做到终身忠贞不渝地保持爱情，首先就要做一个对社会、对自己都诚实的人。[苏]苏霍姆林斯基《论爱情》第45页。,正能量,positive
207, 所有成功人士都有目标。如果一个人不知道他想去哪里，不知道他想成为什么样的人、想做什么样的事，他就不会成功。,正能量,positive
208, 【励志句子】我们的生命就似渡过一个大海，我们都相聚在这个狭小的）{中。死时，我们便到了岸，各往各的世界去了。——泰戈尔,正能量,positive
209, 【励志语句】年岁不饶人，它不会总让我们享受人生乐趣。那么，当我们的年龄还能享受，还渴望享受这种乐趣的时候，为什么还要对自己如此苛求呢？——[古罗马]塞涅卡,正能量,positive
210, 【心态决定命运】心态能使你成功也能使你失败。成功是由那些抱有积极心态并付诸行动的人所取得的。同一件事抱有两种不同的心态其结果也会不同，心态决定人的命运。 ,正能量,positive
211, 世界上最厉害的本领是什么？人的优雅在于控制自己的情绪男人的脾气影响他的事业女人的脾气影响她的婚姻用嘴伤人是最傻的一种行为有句名言：只要脾气好 凡事就会好,正能量,positive
212, 我坚信，我是可以成功。我坚信，我的未来不仅美丽还精彩。我坚信，没有什么能够阻止我达到胜利的彼岸。,正能量,positive
213, 放弃个人恩怨，成就伟大理想；放弃浮世虚名，铸造高洁品行。放弃该放弃的，你就会获得最大的成功。,正能量,positive
214, 【励志句子】你怕狼，就别到树林里去。[苏]列宁《布尔什维克能保持国家政权吗?》，《列宁全集》第26卷，第100页。,正能量,positive
215, 【正能量句子】预言丰收是轻松的，它可用彩笔描绘：庆祝丰收是欢乐的，它可以响鼓紧擂：而创造丰收是艰辛的。要夺取学习的硕果，则需要付出“头悬梁，锥刺股”的代价。,正能量,positive
216, 我不去想，是否能够成功。既然选择了远方，便只顾风雨兼程。我不去想能否赢得爱情，既然钟情于玫瑰，就勇敢的吐露真诚。我不去想身后会不会袭来寒风冷雨，既然目标是地平线，留给世界的只能是背影。,正能量,positive
217, 【励志句子】过于求速，是作事最大的危险之一一个人的信念和知识的高低深浅，就看他的忍耐能力有多少而定。[英]乔叟《乔叟文集》[下卷]，第641页。,正能量,positive
218, 从某种意义上说，挫折对人也是一笔财富。没有经历过失败的痛苦，就很难体味到成功的喜悦。,正能量,positive
219, 我读书越多，书籍就使我和世界越接近，生活对我也变得越加光明和有意义。一高尔基,正能量,positive
220, 一个个日子升起又降落，一届届学生走来又走过，不变的是您深沉的爱和灿烂的笑容。恩师，经历了风雨，才知道您的可贵；走上了成功，才知道您的伟大。,正能量,positive
221, 目标的坚定是性格中最必要的力量泉源之一，也是成功的利器之一。没有它，天才也会在矛盾无定的迷径中，徒劳无功。——查士德斐尔爵士。,正能量,positive
