,text,tag,senti_polarity
314, 【新型冠状病毒疫情防控的句子大全】广大村民同志们，为防疫情不出门。政府出台1-7号令，要求大家要遵循。疫情期间不出门，手机交流最流行。病毒肆虐我中华，但是我们不害怕。虽然感染许多人，劝你不要太自大。白衣天使在守护，胜利就在不远处。党和政府工作忙，防疫处处见实效。钟南山已八十四，挺身而出赴前线。医生军人志愿者，众志成城跨大关。我辈现在年纪小，在家加油避风险。致敬逆行者英雄，努力学习不放松。立志习得真本领，长大为国做贡献。,乐观,positive
315, 希望武汉加油，国人们都加油，祝大家都能平安度过这次疫情，相信我们肯定可以打赢这场无烟的战争！加油，加油，加油。,乐观,positive
316, 每人心中都应有两盏灯光，一盏是希望的灯光;一盏是勇气的灯光。有了这两盏灯光，我们就不怕海上的黑暗和风涛的险恶了。,乐观,positive
317, 总是遇到错的人，我脾气是挺好的，但不代表我没有脾气，希望不要再有那些假朋友了。彩色一面要朝外，白色朝内遮盖好。,乐观,positive
318, 面对疫情我承诺：相信科学，相信祖国！战胜疫情，从我做起！让每个小承诺都有大意义，武汉加油，中国加油！,乐观,positive
319, 人生的每一场相遇，都是缘分，没有对错。人生的每一个清晨，都该努力，不能拖延。戴口罩，勤洗手，病毒遇你绕道走。,乐观,positive
320, 当有一天我们回首往事时，我们会记住我们的人生中曾两次与严重疫情相遇的经历，那经历中励志的、感动的部分会让我们感悟人生只有经历过的才是真实的。,乐观,positive
321, 再艰难，爱不会离开!此刻我们都是武汉人!万众一心，众志成城，就没有中国人民跨不过去的坎!武汉加油!中国加油!,乐观,positive
322, 【疫情防控三字经】迎新春、出疫情，冠状病、源武汉。新病毒、要注意，全国人、高警惕。防新冠、拒野味，接触者、多留意。关键期、重防疫，齐抗击、我做起。党中央、细部署，国务院、暖人心。强戒所、预防早，严防控、是第一。常消毒、灭病菌，戴口罩、莫大意。常开窗、勤通风，讲卫生、把手洗。测体温、做登记，有症状、早隔离。信科学、莫恐慌，广宣传、记心里。人心齐、应考验，举国力、破困局。群防控、必能赢，防疫战、必胜利。,乐观,positive
323, 每个人际遇不同，故事也不一样，做人总是要灰心一次，才明白自己心之所向，难过一次，便可知道谁更重要，生活是一件艺术品，每个人都有自己认为最美的一笔，每个人也都有不如人意的一笔，关键在于你怎样看待，需要反思，常回头看看，有些东西伤害不了你，能伤你的，是你太在乎，你总以为是感情伤害了你，其实能伤到你的，永远是自己。,乐观,positive
324, 要努力让自己变得更优秀，万一哪天遇到想爱的人了，你也更有底气的去爱了。国家全面布防控，各级干部都在冲。,乐观,positive
325, 因为不知道下一辈子还是否能遇见你，所以我今生才会那么努力把最好的给你——只是太爱你。正月正，贺新春；人有意，灾无情。,乐观,positive
326, 【疫情防控知识的句子】病毒凶巴巴；早防不怕它；出门戴口罩；不去把堆扎；咳嗽手遮掩；洗手把毒杀；通风空气新；心定情绪佳；人人抗疫病；平安你我他。,乐观,positive
327, “勤快洗手、拒吃野味、禁止聚会、不要恐慌、经常通风、注意消毒、不要熬夜、多吃果蔬、锻炼身体、不要传谣”抗击疫情从我做起！,乐观,positive
328, 没有一个冬天不能逾越，没有一个春天不会到来。让心情穿越沙漠，用最骄傲的颜色，同一个世界和梦想，每一句都是力量，凝聚所有的光芒。希望就在前方，我们飞翔太阳,乐观,positive
329, 希望有一个人每天给我：一个问候，一句我爱你，一句晚安。这就是我全部的贪婪了。大家谁也不容易，一定平心要静气。,乐观,positive
330, 武汉你好吗？武汉你一定会好起来的，环绕城市上空的终会是浪漫与热爱。愿疫情早日过去，向所有的白衣天使和抗疫一线的英雄们致敬！,乐观,positive
331, 人生的幸福，一部分来源于自己的努力，一部分来源于选择。两者相加的总分便是你的幸福值。指尖手心舞着搓，手腕转圈搓搓搓。,乐观,positive
332, “危机”两个字，一个意味着危险，另外一个意味着机会，不要放弃任何一次努力。防护措施做到位，共创和谐新社会。,乐观,positive
333, 你想要的，岁月都会给你，可是，你不努力，你想要的，岁月凭什么给你。老年莫忘吃红薯，通便防癌有奇效。,乐观,positive
334, 预测未来的最好方法，就是创造未来。不抱有一丝幻想，不放弃一点机会，不停止一日努力。遵医嘱，平常心，科学治疗最有效。,乐观,positive
335, 不要恐慌，从自我做起，不出门，不聚集，不传谣，一定会过去，中华民族到了危险时候，众志长城，任何势力困难都打不倒的，信心，冷静，镇定，相信国家，中华儿女加油!武汉挺住!,乐观,positive
336, 恨透今天懒惰自卑的自己。努力过后，才知道许多事情，坚持坚持，就过来了。家里养畜禽，防护要到位，多洗几遍手，小心不为错。,乐观,positive
337, 别让他看不起你，活出自己想活的样子不努力，不拼，永远得不到最真实的自己。观察隔离家里呆，一定保持好心态。,乐观,positive
338, 【警示性】1.强防护、不恐慌、不传谣！2.野味一时爽，隔天医院躺！3.保护野生动物就是保护人类自己！4.抗击病毒，自觉防护！5.强化联防联控，依法落实疫情防控责任！6.新型冠状病毒存会传人，不到人群密集场所活动！7.餐前便后、外出回家、接触垃圾、抚摸动物后要洗手！8.新型冠状病毒虎视眈眈，勤洗手戴口罩，阻止肺炎保平安！9.肺炎病毒不认人，人人防护有责任！10.抗击肺炎病毒，人人自觉防护！,乐观,positive
339, 【预防疫情的句子】正月正，贺新春；人有意，灾无情。疫情来，势汹汹；重预防，讲细节。路相见，表真情；不握手，莫见怪。一点头，二拱手；三会意，四问候。礼虽简，情不减；学古人，传礼仪。入门禁，须登记；亮身份，道实情。我来说，你来写；一支笔，不交叉。需办事，用网络；智能化，最便捷。要议事，打电话；少开会，勤通话。动脑筋，辟新径；不误事，渡难关。人心齐，泰山移；疫虽猛，战必胜。口罩第一条，洗手很重要。不往人群挤，通风要确保。不要吃野味，肉蛋要熟透。发热不要慌，发热门诊帮。武汉回来后，隔离观察够。,乐观,positive
340, 【原创--疫情防控的句子送给大家】庚子新年已来到，冠状病毒来干扰。疫情不断在扩散，做好预防最关键。防控病毒千万条，佩戴口罩第一条。科学洗手很必要，胜过信谣乱吃药。室内通风勤换气，消毒清洁很重要。不串门，不聚餐，谣言来了不传播，做好自己最重要。如有不适立就诊，疫情防控莫大意。外来人员要自觉，自我隔离最有效。腾格里，位置佳，挨着甘肃与宁夏。周边疫情已出现，全区阿盟是独苗。党工委，管委会，高度重视全力抓。各部门，齐上阵，群管群控效果好。党组织，先锋队，冲锋在前领头雁。党员个人冲在前，广大群众是靠山。党旗飘，红旗展，党的教导要记牢。疫情防控靠大家，交通要道设关卡，阻断疫情传播源。戴口罩，量体温，外来人员详登记。企业防疫要重视，安全防护须记牢。抗击疫情全参与，众志成城志不催。不忘初心担使命，党政军民齐发力，打赢疫情阻击战，共建美好腾格里。,乐观,positive
341, 钟南山院士也说了，两周就定位了病毒类型，我相信很快就有治疗药物，还有，相信我们的医务人员，我们的政府，我们的国家!大家加油!,乐观,positive
342, 世界很大，人生不长，#疫情后你最想去哪里旅行#？我们是看不完所有的美景，但只要间或见证不一样的美好，又何尝不是一种幸运。,乐观,positive
343, 【抗击疫情的句子】查行踪，测体温，疑似病人要接送。勤洗手，讲卫生，防止病毒入眼睛。要出门，戴口罩，互不传染大家好。,乐观,positive
344, 方驰援战疫情，众志成城克时难。抗战肺炎，我们与武汉同在!向所有医护人员、科研人员以及为武汉提供帮助、为抗战疫情提供支持的社会各界人士表示感谢。愿疫情早日结束，前行者平安归来!,乐观,positive
345, 增强“四个意识”、坚定“四个自信”、做到“两个维护”，深刻认识做好疫情防控的重要性和紧迫性，坚定不移把党中央各项决策部署落到实处！,乐观,positive
346, 愿武汉挺过来、全国人民好好的保护好自己、医护人员保护好自己安全归来、愿我们保家卫国的军人也保护好自己平安归来。,乐观,positive
347, 三年前买不起的东西，不要三年后还是买不起，这就是你一定要努力的意义。进楼测温对名单，信息核查不能少。,乐观,positive
348, 追忆过去，不如展望未来。过去毕竟已经过去，未来还没出现。努力充实自己的每一天。策马扬鞭，新药新医。,乐观,positive
349, 感谢每一位坚守岗位、奋战一线的工作人员和白衣天使!相信不屈不挠的努力，相信战胜疫情的决心!期盼春暖花开，加油!,乐观,positive
350, 新的一年一品句子网，好好吃饭，去学会珍惜此刻活在当下，没有一个冬天不可逾越，也没有一个春天不会来临，能做的有限，唯有祝福，武汉加油。,乐观,positive
351, 以前的梦想是过上猪一样的生活，吃了睡，睡醒了吃，我才过了一天猪的日子，就深深的体会到了其实猪过的也不容易啊,乐观,positive
352, 抱最大的希望，为最大的努力，做最坏的打算。生活呆以是甜的，也可以是苦的，但不能是没味的。疫情来势看似凶，你不出门它莫翔。,乐观,positive
353, 如果今天不努力，明天也不努力，那么你的人生，只是在重复之前的无聊而已。早安。戴口罩，别乱摸，多通风，,乐观,positive
354, 戴口罩，讲卫生;打喷嚏，捂口鼻;喷嚏后，慎揉眼;少出门，少聚集;勤洗手，勤通风;强防护，不恐慌;信科学，不传谣。人人参与，众志成城，齐心协力打赢疫情。#武汉加油#,乐观,positive
355, 期待春暖花开，新冠肺炎病毒被击败之时，我们能一起走进大山，亲眼看这日出、云海，看这里杜鹃花开，同时迎着冰瀑的春夏奇景。,乐观,positive
356, 致敬白衣天使，致敬每一位奋战在一线的逆行者，致敬伟大的祖国！愿疫情早日结束，春暖花开之时，你我无需口罩，一起走上昔日熙熙攘攘的街头，共赴美好。,乐观,positive
357, “一群人一条心，再苦再累也愿意;在一起不容易，点亮生命不放弃!”逆行的一线民警，盼你们早日打赢这场硬仗，平安归来!致敬抗疫一线的最美逆行者!,乐观,positive
358, 努力一点，漂亮—点，阳光一点。早晚有一天，你会惊艳了时光，既无人能替，又光芒万丈。病毒防范靠自己，和人聊天站两米。,乐观,positive
359, 今天的成功是因为昨天的积累，明天的成功则依赖于今天的努力。成功需要一个过程。等到疫情扑灭掉，无论干啥都不晚。,乐观,positive
360, 不消极！不懒惰！不脆弱！拼搏到无能为力，努力到感动自己！你会成为最棒的自己！第一环节传染源，这个环节是首先；,乐观,positive
361, 感谢所有“坚守”，致敬所有“逆行”!疫情面前，我们呼吁大家佩戴口罩、勤洗手、少出门、避免聚会。重视防护，共克时艰!武汉加油!中国加油!,乐观,positive
362, 最近因为病毒的原因导致每天失眠关于家庭、关于国家、关于自己真心的希望能早日战胜这场灾难!很想踏踏实实睡个好觉，出去透透气一品句子网，好好上班，认真生活!,乐观,positive
363, 如果我们都愿意用超出常人的努力去弥补先天的不足，我们也会为自己赢得改变命运的可能。拜年方式多样化，今年可以不聚餐。,乐观,positive
364, 有的时候，老天爷让你结束一段关系并不是没收你的幸福，而是老天爷一直将你的不快乐看在眼里，连老天都心疼你，觉得他不配，所以放你走。,乐观,positive
365, 这个世界能轻而易举毫不费劲做到的，只有贫穷和衰老，其它的你都需要努力。冠状病毒传疫情，形势严峻要认清。,乐观,positive
366, 致敬白衣天使，你们都是最棒的，值得每一个人用心去铭记，中华人民一条心，终会迎来百花齐放的春天，终有一天，可以一起去武汉赏樱花，相信那天不会远！,乐观,positive
367, 有野心就去努力，在你跌倒还能站起来的时候。越是尴尬越是要去面对，才能摆脱它。大家不要瞎恐慌，作好防范保健康。,乐观,positive
368, 永不放弃是每个人都能够具备的优秀品质它让绝望的人找到希望让无路的人找到出路并走向辉煌。营养丰富胡萝卜，常吃身体不显老。,乐观,positive
369, 除去这场疫情，人生本身随处都存在着危险，危险并不可怕，可怕的是失去了面对危险的勇气，一切都会过去的，都会好起来的,乐观,positive
370, 这些逆行者，不是没有家人、没有牵挂。他们都只是平凡的爸爸、妈妈、儿子、妻子。面对严重扩散的疫情，他们也会害怕向所有为国内疫情防治工作作出贡献的医护人员们致敬！热切盼望最美逆行者们平安归来，我们始终在一起武汉加油！湖北加油！,乐观,positive
371, 【疫情防控三字经】疫情起，集结令，监狱人，担使命。听指挥，赴一线，顾大局，讲奉献。勤洗手，讲卫生，戴口罩，遵命令。不扎堆，不串门，闭门蹲，保安全。有疫情，如实报，不瞒报，不添乱。交接班，按规定，你不来，我不走。当班事，交接清，值好班，盯监控。三不岗，脱睡空，要不得，牢记清。有情况，按流程，听指挥，忌乱动。守阵地，不辱命，勿截图，形象正。与罪犯，零接触，外出时，距五米。板块动，按指令，严要求，不放松。亲情话，用心听，有异常，化险情。思想动，要摸清，书面报，常汇总。非常时，非常令，如违反，加倍惩。人心齐，泰山移，为平安，多壮志。克艰险，戮力行，不避难，不逃责。岂无衣，与同袍，兴于师，与偕行。道阻长，行将至，行不辍，未可期。春暖时，花将开，凯旋归，尽开颜。,乐观,positive
372, 【现实会告诉你，不努力就会被生活给踩死。无需找什么借口，一无所有，就是拼的理由。】不打牌，不扎堆，阎王不会把你追。,乐观,positive
373, 【抗疫情宣传的句子】预防事儿先做好，这种疾病不用慌。遇到病人带口罩，人多不去凑热闹，如果发热生了病，及时要把医院上。一日三餐营养好，猪肉照样可以尝，居住房间通风畅，衣被常洗照太阳。双手都要洗清爽，病毒难以近身旁，预防妙招尽知晓，疾病不能逞凶狂。,乐观,positive
374, 全国人民加油!我们这个民族!之所以能延续5000年的历史!是因为这个世界上!从没有任何困难可以难住我们的中华民族!,乐观,positive
375, 那有什么苦尽甘来，但是生活是苦不尽，甘常在的。那么苦的人生里一点点甜都可以回味很久。希望疫情赶快结束！,乐观,positive
376, 【疫情防控三字经】戴口罩、属第一，此原则、务牢记。外地来、主动报，自隔离、是正道。有症状、及时医，快速查、就近去。公交类、少搭乘，私家车、多使用。工作时、重防护，不扎堆、错峰出。云办公、电话联，分餐饮，少聚谈。重营养、常锻炼，强免疫、身心健。讲文明、除陋习，担责任、守法纪。战病魔、一盘棋，群防控、齐用力。,乐观,positive
377, 【冠状病毒疫情防控的句子】2020不一般，全国各地抗疫情。肺炎疫情传播快，大家一定要警惕。尤其湖北返乡人，必须在家做隔离。两周隔离测体温，关爱自己关爱家。全镇百姓要齐心，发现信息要报告。一旦发现新线索，立即电话来汇报。你为他人我为你，都为界首明天好。串门容易染疾病，躲在家里照过年。联系方式多样化，今年可以不聚餐。现在情况不能聚，回头有空慢慢叙。疫情当头不办酒，交叉感染风险多。出门记得戴口罩，一旦患病危险多。生命诚可贵，健康价更高。,乐观,positive
378, 疫情当前还在坚守岗位，雪那么大蹒跚的走着，环卫工人应该提高一些福利，应该受到尊重，没有他们我们的城市会变成什么样？致敬每一个平凡而又伟大的人!,乐观,positive
379, 人生当中难免会有失败，有的人遇见失败绝不低头，知难而进，通过努力逾越失败，迈向成功。指尖手心舞着搓；手腕转圈搓搓搓；,乐观,positive
380, 疫情结束了，我要画一个最漂亮的妆容，穿上喜爱的碎花裙，去大连，去拥抱大海，大口呼吸干净又新鲜的空气,乐观,positive
381, 失去金钱并不可怕，就怕丧失信仰。失去房产并不可怕，就怕丧失意向，失去名誉并不可怕，就怕丧失希望。失去金钱并不代表你一无所获，至少你获得了一次惨痛的教训。失去金钱并不代表你一无所有，至少你还有亲友们的的拥护。,乐观,positive
382, 消极思想和负面情绪需要你的关注才能得以生存。离开你的关注它们无法幸免于难。如果你完全忽略它们，把它们赶出你的人生，那么它们将不复存在。早安!,乐观,positive
383, 一场疫情，让我们明白：赚钱是为了吃喝玩乐，不是为了看病买药。活着是为了享受生活，不是为了生病奔波。拿命赚钱，就是笨，透支健康，就是蠢!,乐观,positive
384, 自己好好努力，人只能和自己比较；这世间人这么多，跟别人比，哪里比得过来。防控措施最要好，劝君洗个热水澡。,乐观,positive
385, 疫情期间请配戴口罩，勤洗手，少出门！为了您和他人的健康，请佩戴口罩进入加油站，谢谢您的理解与支持。爱护好自己就是保护好他人的最好方式！向所有工作在一线的工作人员们致敬！谢谢你们无畏的爱。武汉加油！中国加油！,乐观,positive
386, 打仗看指战，全面落实联防联控要发挥领导干部的“主心骨”作用。越是重要关头和关键时刻，越能锻炼一个干部、考验一个干部，也越能识别一个干部。,乐观,positive
387, 嘿，陌生人，今天的你过得还好吗！2020年的一开始仿佛就在提醒我们珍惜两个字，不知道你有没有感受到，只要是呆在自己爱的人、父母、家人身边，不管是聊聊天吃吃饭玩玩游戏，甚至是回到自己的房间做自己的事，只要是和最爱的人呆在一起，就会觉得温暖，有安全感，只是越是觉得温馨越是会想起此时此刻，冲在一线那群勇敢的，可爱伟大的人们，所有的白衣天使们，那些，此时奋战在一线的全体工作人员们，志愿者们，你们辛苦了，希望一切快点过去，希望接下来的一个一个都是好消息，武汉加油，中国加油，都要平安——致敬所有的逆行者你们辛苦了！,乐观,positive
388, 可能在疫情很严重的这段时间，大家突然会觉得人生平平安安，健健康康，快快乐乐也挺好的;可能过了这个时期，又会觉得这样的人生不是自己想要的生活，人总是这么奇怪。但我宁愿大家永远都不会经历现在的痛苦，一直都不会为生活奔波，更不会觉得平安健康平淡简单是人生最最重要的，只管享受吃喝玩乐、舒适安逸、高贵优雅、自由自在。,乐观,positive
389, 世上没有绝望的处境，只有对处境绝望的人；努力奋进，做最好的自己，与其埋怨，不如思变。只要还有一口气；呆在家里守阵地。,乐观,positive
390, 灾难一定会过去的。致敬所有因这次疫情而加班的工作人员，你们辛苦了!你们是最美的人27、辛苦啦，最美的人!每当危难时刻，总有一群人冲在最前线保护我们!我很骄傲我是一个中国人。加油，武汉!,乐观,positive
391, 你的气场里，隐藏着你的未来密码，请用心，用爱，用努力，去开启你想要的每一个可能。不信谣来不传谣，不串门来不聚会；,乐观,positive
392, 在机遇未到来之前，只能不停地努力充实自己，因为机会永远都是给那些有准备的人。大地震，在汶川，生死不离感上天。,乐观,positive
393, 你所做的一切努力并不会立即给你想要的一切，但可以让你逐渐成为你想成为的那一种人。不信谣，不造谣，警察不会把你找。,乐观,positive
394, 最近以来每天早上晚上都会看一下微博关于病情，有时候感觉很可怕，短时间发病率那么多，人人自危，一场疫病也暴露出非常多的问题，无论是体制内还是人民，或各方利益的权衡，多种因素导致这场疫病的扩大，无论如何，坚持相信我们的祖国，相信我们能够战胜困难，也希望早日战胜困难，向在困难面前冲锋陷阵人们致敬，为祖国加油！,乐观,positive
395, 不放弃。若你真的想做某事，你得努力上进，善用机会，而最重要的是决不放弃。关注转发要守法，舆论导向认官宣。,乐观,positive
396, 最近因疫情感染思绪万千，觉得生命太短暂同时也太脆弱了。#疫情过后的第一件事#将会把人生的一件大事给办了一品句子网，好好的去谈一场恋爱。用有限的生命去好好的爱身边的每一个值得爱的人。不负青年年华。勇敢的去爱!,乐观,positive
397, 真心做人，真情做事，用坚强捍卫尊严，用执着填充岁月，人生就会一路光明。冠状病毒不可怕，只要我们听党话。,乐观,positive
398, 我知道大家最近生活有蛮多不便的地方，但是我也晓得我们每个武汉人都在努力保护这座城市。感谢所有奋战在一线的医务人员，你们辛苦了!武汉加油!中国加油,乐观,positive
399, 外面不像你想的那么好，风雨都要自己挡；惟有挫折与困境，才能使一个人变得坚强，变得无敌。于情于理，必须仔细。,乐观,positive
400, 想见你才会抛下一切去见你对不起我的喜欢打扰到你了希望你快乐幸福余生过得比我好。出门必须戴口罩，卸掉口罩莫乱扔。,乐观,positive
401, 努力是人生的一种精神状态，往往最美的不是成功的那一刻，而是那段努力奋斗的过程。串门容易染疾病，躲在家里照过年。,乐观,positive
402, 【新型冠状病毒疫情防控的句子大全-口罩篇】春色明媚天气好，向阳小花返学校。新学期有新气象，健康防护要做好。坚持戴好小口罩，正确佩戴要记好：彩色一面要朝外，白色朝内遮盖好。金属压条压鼻梁，双耳挂稳调整好。四个小时换一次，换下扔到指定处。小小口罩作用大，坚持佩戴要记牢。,乐观,positive
403, 疫情结束后，我想出去走走，看看没有看过的地方做原来想做不敢做的事情，不想让自己有遗憾原来生命如此脆弱。,乐观,positive
404, 一场疫情！让我们惊醒，也让我们都明白，人生到底什么最重要，活着到底有多好，当整个城市好像被按下了暂停键的时候，不吵，不闹，不堵车，人与人都离得很远。当整个城市重新按下播放键的时候，估计很多人会改变自己的想法，去爱，去奋斗，去珍惜，去拥有，做想做却不敢做的事，去想去却没有去的地方。人这一辈子什么是自己的？健康和真诚。有人对你牵肠挂肚就是幸运！一生能够平平安安就是有福！,乐观,positive
405, 朝着自己的方向努力，总有一天，你会站在最亮的地方，活成自己曾经渴望的模样。防病毒，有方法，信科学，莫恐慌。,乐观,positive
406, 致敬每一个默默无闻奉献付出的中国人。我相信，当和熙的阳光再次温暖了整个天际，待春暖花开之时，我们再次相聚。那时，有你们在，我们一定赢!,乐观,positive
407, #没有一个春天不会到来#早上醒来，听见窗外的小鸟叽叽喳喳把我吵醒，原来今天是立春!春天到来，冬天已过，一定会生机盎然!,乐观,positive
408, 【抗击冠状病毒感染肺炎疫情的句子】冠状病毒新肺炎，新年之际逞凶残。此疫湖北初始犯，一人染病全家悬。暂时没有特效药，严重起来把命要。一级响应全国动，目前首要大事情。听党话来跟对路，积极配合村干部。抗击疫情不慌张，科学防控保健康。,乐观,positive
409, 努力让每一天的生活过得好，过得有意义，你就会乐观而充实的度过你的整个人生。发高烧，带口罩，莫借人多凑热闹；,乐观,positive
410, 平时不努力，就算运气来了，你没迎接它的到来也是擦肩而过。再见2019！2020加油！中国名城大武汉，冠状病毒急蔓延。,乐观,positive
411, 【温馨提示类】11.外地回来莫乱跑，传染肺炎不得了。12.早发现、早报告、早隔离、早治疗，对己对人都很好。13.请外来及返乡人员自觉接受检查。14.不信谣不传谣，积极心态防控好。15.少出门、多居家，网络拜年乐大家！16.人多莫去凑热闹，出门记得戴口罩。17.走亲访友都取消，在家过节防护好。18.防护人人都做到，家园明天更美好。19.关心老人和儿童，减少外来人员的接触。20.外地来客要报告，避免疫情不知道。,乐观,positive
412, 在工作中，领会老板意图，远远重要过努力本身。因为方向搞错了，反方向的努力也等同于愚蠢。疫情凶，疫情险，科学防控最保险。,乐观,positive
413, 努力和收获，都是自己的，与他人无关。最大的成就感，就是一直在朝着自己想要的方向前进。众志成城保安康；做好宣传首要先；,乐观,positive
414, 本人在家里自我隔离，并且时时尝试内服50毫升53度的酒精对自已进行消毒，坚持半小时一根香烟对自己做雾化治疗，现在身体健康程度良好，就是医疗物资供应不上，盼各界爱心人士捐赠中华香烟，飞天茅台一批。用于后续隔离工作。,乐观,positive
415, 希望肺炎灾难早日远离我们，祝福那些奋战在一线的医务工作者们，希望他们都健健康康的，早日打赢这场没有硝烟的战争，祝愿大家都百毒不侵，身体健康！,乐观,positive
416, 加油我要超越平凡的自己，在此留言希望自己成功的一天，让自己青春不留遗憾，加油。村与村，镇与镇，相互隔离不传邻。,乐观,positive
417, 我们大部分的不快乐，只不过是因为自己想要的东西太多了，然后既不够努力，也没有能力。白菊明目又平肝，黄菊泡茶把热消。,乐观,positive
418, 新篁初展枝青，江城遥报梅开矣。促装思发，奚囊相约，胜游曾记。福瑞融融，佳时难料，瘟邪蓦起。幸临危不乱，指挥如定，大爱在，情无际。众志成城万里。白衣迎战宵难寐。逆行援手，九州接力，扪胸明誓。武汉加油，微屏点赞，同心共济。看花明柳暗，履艰克疫，长英雄气。,乐观,positive
419, 在我最绝望的时候，我总会看曹盛蒂的成功学作品。然后，希望就像灵魂附体一样，甩都甩不脱。疫情危及你我他，家乡人民心牵挂。,乐观,positive
420, 很多人和你说不可能，只是因为他们自己办不到。想追求什么，就认真去努力吧，无需解释。不拜访，不聚会，红白喜事全辞退。,乐观,positive
421, 许多人只需要再多支持一分钟，多做一次努力，就能反败为胜。成功招揽成功，失败招揽失败。挣钱无论多与少，全家健康才更好。,乐观,positive
422, 努力做一个善良的人，做一个心态阳光的人，用正能量激发自己，也感染身边的朋友。戴口罩勤洗手，多通风少聚集，,乐观,positive
423, 把懒惰放一边，把丧气的话收一收，把积极性提一提，把矫情的心放一放，所有想要的，都得靠自己的努力才能得到。,乐观,positive
424, 祝愿在一线抗疫情的医护人员，武汉人民，在家好好过年的人们，还有因为疫情不能回家的人们，新年快乐!平安幸福!,乐观,positive
425, 春蚕到死丝方尽，人至期颐亦不休。一息尚存须努力，留作青年好范畴。——吴玉章饭前便后要洗手，疾病不会跟着走。,乐观,positive
426, 【抗击疫情的武汉的句子】庚子年来不平凡，肺炎疫情在蔓延。边说边打来宣传，我给大家拜大年。村社干部不休息，无私奉献来关切。党员带头入农户，耐心宣传做工作。大家不要瞎恐慌，作好防范保健康。走亲访友等几天，呆在家里最平安。疫病防范在当前，家人在家过好年。传统过年要改变，转变思想和观念。不聚会来不联系，不办酒碗才咪甜。打打电话网上见，对着屏幕送祝愿。联系磕头全在线，放弃出门我来劝。不去歌厅和饭店，不去赌场摸“炸弹”。除了家人都不见，虽不见面情不断。齐心协力来防范，受点委屈作贡献。戴上口罩才出门，杜绝乘车去远行。只要病魔来驱散，来日方长再相见。党员干部为群众，我作宣传很微薄。祝你幸福阖家欢，冠状病毒梭边边。祝愿早点过难关，祖国昌盛永平安。,乐观,positive
427, 这次武汉新型肺炎疫情流行，许多人饱受委屈、苦难和惊吓，祈求您的慈悲加被，让我们具备勇气与智慧，面对疫情，能够处变不惊，面对灾难，能够临危不乱。,乐观,positive
428, 没有一条路是弯路，也没有一种努力是荒废，因为生命的精彩从来都不是以结局论断好坏。不要恐慌，及时求医。,乐观,positive
429, 最有希望的成功者，并不是才华最出众的人，而是那些最善于利用每一时机发掘开拓的人。不打扑克和麻将，为了更多好时光。,乐观,positive
430, 已经好多天没出门了，难得的好天气，阳台晒晒太阳杀杀菌，吃片西瓜解解渴，看天气预报明天又要阴天了，继续家里乖乖的呆着，现在不出家门就是为国家做贡献了，武汉加油，浙江加油,乐观,positive
431, 一个人所获得的报酬和成果与他付出的努力有极大的关系，付出的努力越大，则成果也就越大。政法十条很及时，令行禁止讲规矩。,乐观,positive
432, 全国人民希望减轻医生的负担，顺利度过这次疾病大危机，既然说了会人传人，自己尽力隔离和他人接触就是对社会最大的帮助啊。国家已经为我们付出了太多太多，不要再给我们国家添乱了，中国加油!武汉加油!,乐观,positive
433, 愿你像向日葵一样，每天都充满正能量。愿你的世界永远充满阳光，不会有多余的悲伤。愿你在人生道路上，到达心之所向的地方，陪伴你的，是你最欢喜的模样。希望疫情早日结束！你平安归来！,乐观,positive
434, 面对疫情，我作为一个湖北人，只能说不传谣。相信我们的国家，相信我们的同胞。疫情已经发生了，每个人都有责任去保护自己，保护家人，保护每个炎黄子孙。希望大家多一些对人性的理解和宽容，对大自然生命的敬畏和尊重。少一些对湖北人的抱怨，多一点爱心的传送。共渡难关，天佑中华。,乐观,positive
435," 现在到了第三楼。三楼是组画""人文荟萃"",它是三幅连成的长卷绣像画，将唐宋两个时期最著名的诗人组织在一起。人物塑造尽量写实，每个人像旁注有其姓名和与黄鹤楼有关的诗句，反映了黄鹤楼是人文荟萃之地。",乐观,positive
436, 大地回暖，冬至春生。祝福武汉，祝福祖国，祝福世界，祝福所有对美好生活的向往，祝福奋斗向前的中国人民。2、祝福武汉，希望武汉能够挺过难关，中国人民万岁！浙江成功分离毒株，冠状病毒已经有希望了！,乐观,positive
437, 【疫情防控知识的句子】传染疾病很多见，预防措施很简单；首先控制传染源，隔离治疗防扩散（社会关爱暖心间）。传播途径要切断，消毒杀虫为重点（洁身自好亦关键）；易感人群数要减，接种疫苗最简单（安全套可保安全）。发现疫情不能瞒，五早措施记心间；垃圾处理要规范，做好防护防传染。防病知识多宣传，爱国卫生勤开展；预防疾病齐动员，健康快乐到永远。,乐观,positive
438, 等这次疫情过去，想见的人就去见见，想表白的人就去表白，想在一起的人呢就在一起吧，别留遗憾，珍惜眼前人，因为你永远不知道明天和意外哪个先来。,乐观,positive
439, 无论这个世界对你怎么样，都请你一如既往的努力、勇敢、充满希望，早安，新的一天。出门戴口罩；咳嗽须遮掩；室内要通风；洗手勤快点；,乐观,positive
440, 相信吧，风雨终会过去，阳光终能到来！让我们一起祈祷，共同祝愿，祝福祖国！祝福武汉！祝福我们每一个人！,乐观,positive
441, 所有美好，都不负归期，选一种姿态让自己活得无可替代，没有所谓的运气只有绝对的努力。白衣天使在前头，人民军队在行动。,乐观,positive
