,text,tag,senti_polarity
313, 靠人不如己，人帮得了一时，帮不了一世；你再懦弱，没人帮你坚强。全县人民新年好，疫情期间莫乱跑。,鼓励,positive
314, 现实的淫威，痛苦的肆虐，使弱者逃之天天，使强者迎头痛击。测体温、勤洗手，常通风、健康有。,鼓励,positive
315, 不逼自己努力一把，你怎么知道自己到底多优秀。外出戴口罩，回家勤洗手，开窗常通风，早晚要消毒。,鼓励,positive
316, 挫折是崛起的前奏，是开拓者走向辉煌的指路灯。非常时，非常令，如违反，加倍惩。,鼓励,positive
317, 努力到一定程度，幸运自会与你不期而遇。校内校外一个样，环境卫士人人争。,鼓励,positive
318, 啊，青春!青春!或许你美妙的全部奥秘不在于能够做出一切，而在于希望做出一切。电视新闻天天看，政策知识记心上。,鼓励,positive
319, 我没有停止爱你，我只是不再表现出来，因为无论我多么努力，你都不会明了。横幅海报很明显，出门口罩在心间。,鼓励,positive
320, 在工作中，领会老板意图，远远重要过努力本身。因为方向搞错了，反方向的努力也等同于愚蠢。疫情凶，疫情险，科学防控最保险。,鼓励,positive
321, 你若不勇敢，没有替你坚强，加油吧，女孩。洗好手来拿口罩；内外上下看仔细；,鼓励,positive
322, 谁具有皮球那种受挫而奋起的反弹力，谁就会永远立于不败之地。洗手步骤有讲究，内外夹弓大立腕。,鼓励,positive
323, 我们一起努力，明天的太阳依然从东方升起。我们一起进步，现在的地球还是让太阳在转。不聚餐，不握手，感情来年更长久。,鼓励,positive
324, 你必须有能力战胜别人，否则就会被别人“吃掉”。怎么防来怎么控，总结归纳就十字。,鼓励,positive
325, 寒冬褪去锋芒，黎明迎接微光，我们必将战胜疫情！一起为武汉助力，为中国助力！万众一心，不畏艰难；众志成城，共度难关！,鼓励,positive
326, 经受霜雪的洗礼，花草才会鲜艳；历尽生活的磨难，人生将更加成熟。如果不幸得肺炎，政府治疗不要钱。,鼓励,positive
327, 疫情就是命令，我们坚守为你守护!守得住初心，能坚持自我!面对疫情，我们绝不退缩!武汉加油!中国加油!,鼓励,positive
328, 情人节就要到了，不过今年注定有很多人不能一起过节。等这次疫情过去，再去见你想见的人吧。,鼓励,positive
329, 疫情过后想来个360度转体然后扎到工作中，发自内心的超大声说我爱工作!工作爱我!然后冲到人群中跟大家一起感受看人和被看的快乐!,鼓励,positive
330, 你要努力强大起来，然后独当一面。有访客，往外赶，丈人来了也得撵。,鼓励,positive
331, 我也希望，在我狠累狠累的时候，能有个人给我打电话，逗我笑，唱首歌给我听。废弃物品处置好，二次污染要切断。,鼓励,positive
332, 骄傲多半不外乎我们对我们自己的估价，虚荣却牵涉到我们希望别人对我们的看法。发现可疑人，一定要报告；,鼓励,positive
333, 得意、失意，切莫在意；顺境、逆境，切莫止境。三不岗，脱睡空，要不得，牢记清。,鼓励,positive
334, 爱迪生说：“一个时时产生问号的头脑是一项很大的财产。”众志成城，战胜疫情！,鼓励,positive
335, 真心做人，真情做事，用坚强捍卫尊严，用执着填充岁月，人生就会一路光明。冠状病毒不可怕，只要我们听党话。,鼓励,positive
336, 人的一生是一个不断接受自己并与命运抗争的过程。相信自己努力了，奋斗了，才不会后悔。别乱摸，多通风，不扎堆，少闲逛，,鼓励,positive
337, 须警惕，不轻视。戴口罩，讲卫生。少出门，少聚集。勤洗手，勤通风。打喷嚏，捂口鼻。喷嚏后，慎揉眼。有症状，早就医。不忍慌，不传谣。,鼓励,positive
338, 愿奋战在抗击疫情各条战线的人们都能平安回家！愿所有患病的人们都能康复！武汉加油，中国加油！我们一起把病毒战胜之后，再开始新的生活。,鼓励,positive
339, 努力追上那个曾经被赋予重望的自己吧。学老鼠、洞里藏，躲病毒、保健康，,鼓励,positive
340, 当你努力的时候，你会觉得你已经拼尽全力了。当你拼尽全力的时候，你会觉得自己还不够努力。战胜疫情保平安，守护家园人人安。,鼓励,positive
341, 每个人的路都不一样，但是有一件事情是不能缺的，就是“努力”。肉食彻底来烹饪，营养搭配要均衡。,鼓励,positive
342, 比你优秀的人还在努力，那你还努力干什么。努力不一定成功，不努力一定会舒服。防护措施要跟上，洗手消毒换衣裳。,鼓励,positive
343, 愿我努力精进，勤奋不懈;愿我有耐心能容忍并宽恕别人的过错，愿我能信守自己立下的诺言。镇村组，正忙活，全市人民要配合,鼓励,positive
344, 股票有涨有落，然而打着信心标志的股票将使你永涨无落。加油，武汉！,鼓励,positive
345, 不是学会了坚强，那只是逼自己逞强。疫情突发来势狠，发烧咳嗽人传人。,鼓励,positive
346, 努力实现财务自由，是让我们少为一些能够用财务解决的问题而烦恼，自己就多一分舒心。不忘初心担使命，党政军民齐发力，,鼓励,positive
347, 做好防护，预防为主勤洗双手，做好隔断不信谣言，从我做起拒绝野味，共战疫情!,鼓励,positive
348, 战疫面前，义不容辞，奋战一线的他们是生命的守护者，病毒避让，守护平安！让我们一起致敬疫情前线最美的逆行者！传递正能量，守护生命！,鼓励,positive
349, 忘记一个人，并非不再想起，而是偶尔想起，心中却不再有波澜。真正的忘记，是不需要努力的。又贴面子又贴钱，四劝企业大老板。,鼓励,positive
350, 当努力到一定程度，幸运自会与你不期而遇。晚安！书记县长打头阵，县级领导包到村。,鼓励,positive
351, 努力做好一件事，它能替你解释所有的事。小朋友讲卫生，果皮纸屑不乱扔。,鼓励,positive
352, 没有资格浪费时间，没有资格不努力。疫情来，势汹汹；重预防，讲细节。,鼓励,positive
353, 中西医结合疗效好！相信在大家的共同努力下，很快我们就能战胜疫情！加油中国。加油武汉,鼓励,positive
354, 一个人要做出点成就，最终得靠自己。朋友关系再好，也不能替代自己的努力。广积粮，远农贸，红白喜事自家搞。,鼓励,positive
355, “只要你能自信，永不畏缩，你就可以安全地度过任何危险。”如外出、多留意，强防护、别迟疑。,鼓励,positive
356, 加油武汉，加油中国，天灾人祸在全国人民众志诚诚下绝对渡过难关。加油加油中国人民！,鼓励,positive
357, 每一次看到你的背影，就算跌倒了，也在你的面前装坚强。因为我不想让你担心我。发烧就要去医院，医护人员好诊断。,鼓励,positive
358, 从现在开始，不留余力地努力吧！最差的结果，也不过是大器晚成。如果没有流水洗，要用手部消毒液。,鼓励,positive
359, 生命的价值不在于能活多少天，而在于我们如何使用这些日子。看桦南，真有序，齐抗疫，共珍惜。,鼓励,positive
360, 每一阶段，甚至每一天，都会有烦恼，但一切也会因为你的努力慢慢变好的，你要相信。春色明媚天气好，向阳小花返学校。,鼓励,positive
361, “麻烦”能让你学会很多东西，也是锻炼你自己的机会，因此不要害怕“麻烦”。,鼓励,positive
362, 方向不对，努力白费，方向大于方法，动力大于能力，做人大于做事，凡事都说这都是我们的错。怎么防来怎么控；总结归纳就十字；,鼓励,positive
363, 起风了[微风]吹来温暖的微风，大地春暖花开？吹来久盼的好消息，大家幸福安康[点亮平安灯],鼓励,positive
364, 我愿意拿我的青春年华陪你闯荡，只希望若干年后，不会有人嘲笑我当初选择你是有眼无珠。熬熬醋，消消毒，常晒被子和衣服；,鼓励,positive
365, 你只有两种选择，其以一生的努力为祭品，俯视众生。其一生蹉跎，堕入凡尘。回来全部要登记，千万不敢当儿戏。,鼓励,positive
366, 明确目标任务和工作责任，全警全力，扎实开展随访、警情处置、社会面管控工作。,鼓励,positive
367, 抱最大的希望，为最大的努力，做最坏的打算。生活呆以是甜的，也可以是苦的，但不能是没味的。疫情来势看似凶，你不出门它莫翔。,鼓励,positive
368, 努力不一定改变人生，想要改变人生必须努力。万物蔬菜养生宝，饮食多样经您调。,鼓励,positive
369, 千万不能满足小溪的平缓，否则你也就满足了自己的平庸，只有努力奋斗，才有机会欣赏自己。致敬逆行者英雄，努力学习不放松。,鼓励,positive
370, 疫情结束后，会更好地热爱生活，去爱“爱我的”人，和喜欢的人做想做的事情。,鼓励,positive
371, 不要把一次的失败看成是人生的终审；世上没有一帆风顺的事，只有坚强不倒的信心与毅力。不串门，不聚餐，谣言来了不传播，,鼓励,positive
372, 别人能做到的事情，我也能做到；别人不能做到的事情，我通过努力也能做到。坚决打赢防疫战；全民安康国兴隆。,鼓励,positive
373, 消极思想和负面情绪需要你的关注才能得以生存。离开你的关注它们无法幸免于难。如果你完全忽略它们，把它们赶出你的人生，那么它们将不复存在。早安!,鼓励,positive
374, 新型冠状病毒感染肺炎为输入性传染病，只要采取科学方法防控，不会造成流行!,鼓励,positive
375, 武汉你一定会好起来的，到时候我们一起去吃热干面，去武大看樱花，去江汉路坐知音号，去东湖坐缆车，去司门口走长江大桥，加油武汉，我们与你同在。,鼓励,positive
376, 处于人生最低谷是，有个好处，就是无论从哪个方向努力，都是向上。热闹场所别乱跑，发现高烧快报告，,鼓励,positive
377, 公开透明向社会通报疫情态势和防控工作进展，统一发布权威信息，普及防控知识，最大限度消除社会恐慌。,鼓励,positive
378, 很快，武大的樱花就要盛开了，相信很多人都希望能够去武汉旅游，欣赏美丽的樱花。第二手心搓手背，双手交换来清洗。,鼓励,positive
379, 武汉在那么多英雄的支援下一定可以早日打赢这场战役，盼望英雄们凯旋，武汉加油！,鼓励,positive
380, 生活或许没有期盼的那样好，也没有想象的那么遭。所以，努力争取;之后，随缘安心。触摸污物把手洗，杂物垃圾快远离。,鼓励,positive
381, 人生若要焕发光彩，奋斗是最好的磨刀石，即使是泥巴也会在烈火的洗礼中拥有坚强的体魄。保健身体，务须牢记。,鼓励,positive
382, 学会坚强，学会在这个社会上找到属于自己的位置，一直勇敢、努力，直至实现梦想。大家齐心讲卫生，主动担责很重要。,鼓励,positive
383, 希望死后的墓志铭可以有底气刻上：一生努力，一生被爱，想要的都拥有，得不到的都释怀。爱心奉献全力尽，扎实工作护百姓。,鼓励,positive
384, 环境和条件不是学习的决定因素，只有人的内因最重要，不能借口学习条件不好而不努力学习。赚钱不在多与少，就看谁的身体好。,鼓励,positive
385, 其实，无论是失败还是磨难，它都有可能是一条通向成功的捷径。来势汹汹心不善，各家各户门关严。,鼓励,positive
386, 人生就是一只储蓄罐，你投入的每一分努力，都会在未来的某一天，打包还给你。搞卫生，保风貌，环境整洁病毒消。,鼓励,positive
387, 因为不知道下一辈子还是否能遇见你，所以我今生才会那么努力把最好的给你——只是太爱你。正月正，贺新春；人有意，灾无情。,鼓励,positive
388, 在机遇未到来之前，只能不停地努力充实自己，因为机会永远都是给那些有准备的人。大地震，在汶川，生死不离感上天。,鼓励,positive
389, 贫穷就是努力的理由，不怨爹不怨娘，奋发图强才是你唯一的出路！人人有礼爱xx，人民力量大无边。,鼓励,positive
390, 在量化管理上狠下功夫，进一步提升各项防控措施的精准性、有效性和覆盖面。,鼓励,positive
391, 不如就承认一下，你没有想象的那么坚强，也不想装的刀枪不入，你只是想被温暖地抱一下。不串门，不聚会，有距离，情更长。,鼓励,positive
392, 人人心中有一盏灯，强者经风不息，弱者遇风即灭。看桦南，真有序，齐抗疫，共珍惜。,鼓励,positive
393, 青春是人生最快乐的时光，但这种快乐往往完全是因为它充满着希望。全国上下总动员，四面八方来支援。,鼓励,positive
394, 成熟的第一个标志，就是学会减少幻想却保留希望，善待眼下仍憧憬未来。列位看到，还请转起。,鼓励,positive
395, 放弃意味着选择，放弃的正确，才是选择的成功。加油中国，加油武汉！,鼓励,positive
396, 到达武汉后，为了方便，女医护人员们果断剪掉心爱的长发，全身心投入到一线救援中。致敬，无论长发短发，你们都是最美的人！,鼓励,positive
397, 女人，要活的精彩，努力为自己而活。义工身背消毒器，喷洒入户到门前。,鼓励,positive
398, 有的东西要努力争取，有时候也不能强求，要尽最大的努力，不必期待最好的结果。独居家中隔离开，不让亲人受伤害。,鼓励,positive
399, 最近因为病毒的原因导致每天失眠关于家庭、关于国家、关于自己真心的希望能早日战胜这场灾难!很想踏踏实实睡个好觉，出去透透气，好好上班，认真生活!,鼓励,positive
400, 奋斗是人生的船只，努力是梦想的风帆。一个动作不能少，不信谣不传谣，自我防护第一条。,鼓励,positive
401, 六月，再见。12月，你好!上半年已成经历，下半年继续努力，愿一切如愿。心想事成。不要四处去传染，八劝党员好村官。,鼓励,positive
402, 希望疫情早日过去，前线的所有工作人员平安！大家都保护好自己！武汉加油！中国加油！,鼓励,positive
403, 一个人可以等闲的学会不在乎，但学习在乎却要支付百倍的勇气和努力。民生安危最重要；党的号令要听从；,鼓励,positive
404, 人生中的美好都是很短暂的，我们也是为了那一点点美好，努力生活着。你为他人我为你，都为界首明天好。,鼓励,positive
405, 拼尽全力，即使明知道结果，但要相信上天不会让一个坚强而执着的人流眼泪的。个人防护要注意，携带证件作检查。,鼓励,positive
406, 国庆节、中秋节：10月1日至8日放假调休，共8天。月27日(星期日)、10月10日(星期六)上班。,鼓励,positive
407, 【青纱帐】青纱帐里蝈蝈叫，似闻当年游击歌全民举起红缨枪，打败病毒侵略者,鼓励,positive
408, 女人为什么要努力工作赚钱?因为钱永远不会背叛你，钱永远不会和你闹脾气，硬气。戴口罩、勤洗手，测体温、,鼓励,positive
409, 我定好好努力，等有了自己的孩子，我定要让她过上无忧无虑的生活。权威专家聚武汉，强强联合病毒闪。,鼓励,positive
410, 寒冬终将过去，春暖花会再开！向默默支持抗“疫”一线工作人员的家属致敬。,鼓励,positive
411, 你一直希望自己勇敢而真实，那么现在做个深呼吸，用猛烈的孤独，开始你伟大的历险。捶捶背，谈谈心，孝亲敬老莫忘怀。,鼓励,positive
412, 改变命运的路，只有一条，那就是努力奋斗的路。成就梦想的路，只有一条，那就是拼搏进取。自我保护帮大忙，人流多处莫冒头。,鼓励,positive
413, 不奢望你陪我到老，只希望你过的比我好。新学期有新气象，健康防护要做好。,鼓励,positive
414, 指导、监督辖区内的机关、团体、企业、事业单位的内部治安保卫工作；,鼓励,positive
415, 希望武汉加油，国人们都加油，祝大家都能平安度过这次疫情，相信我们肯定可以打赢这场无烟的战争！加油，加油，加油。,鼓励,positive
416, 宅在家里的日子，让我们早早起床锻炼，多做拉伸，增强体质，抵抗病毒，动起来。,鼓励,positive
417, 武汉加油，中国加油，我们一定会战胜病毒!!!这会是让我们永远记住的一个年，希望所有的人都平安健康，我们一起加油。,鼓励,positive
418, 有些地，方，此生是注定要去的，只有亲历了远方山水，让梦成为现实，才不枉来人间走一遭。,鼓励,positive
419, 城市还是原来那个城市，只是他生病了，正在闭关疗伤中，我们万众闭关陪你渡劫!武汉加油,鼓励,positive
420, 【抗击疫情的武汉的句子】莫慌乱，莫急躁，配合工作，妥治疗。说一千，道一万，人心齐来，泰山搬。抗病毒，防疫情，人人参与，建平安。,鼓励,positive
421, 护士为抗击疫情，推迟婚礼坚守一线，致前线的医护人员，你们是世界上最美的人！,鼓励,positive
422, 什么叫坚强?它写在纸上jianqiang站起来了才叫坚强。如有疫区接触史，马上报告要如实。,鼓励,positive
423, 勤快洗手，多带口罩，少近人堆，开窗通风，不碰野味，及时就医，不要恐慌。,鼓励,positive
424, 希望你也能遇到一个可以让你在疲惫不堪的时候，瞬间电量满格的人。勤洗澡来勤换气，任何病毒躲起来。,鼓励,positive
425, 成功，必定会是一条需要绝对努力的事情。新型肺炎来传染，为了病毒不扩散。,鼓励,positive
426, 疫情结束了，我要画一个最漂亮的妆容，穿上喜爱的碎花裙，去大连，去拥抱大海，大口呼吸干净又新鲜的空气,鼓励,positive
427, 努力做个简单的人享受阳光和温暖。饮食清淡习惯好，杂物归位莫乱扔。,鼓励,positive
428, 疫情结束啦，我要带你去看电影，喝奶茶，逛街，买好多好多的吃的给你吃，重要的是，和你在一起。,鼓励,positive
429, 祝福武汉，祝福祖国！全国人民一致抵抗病毒，万众一心必将成功！加油！！！,鼓励,positive
430, 绝望向左，希望向右！如果你想成为一个成功的人，那么，请为“最好的自己”加油。等到病情已解决，最多也是个把月。,鼓励,positive
431, 努力不一定成功，但放弃一定失败，只有学会如何停下来的人，才懂加速。早安，十一月！不信谣，不传谣，爱国守法要记牢。,鼓励,positive
432, 我们这么拼，这么努力赚钱，就是为了要用“老子有钱”四个字，去堵住所有人的嘴。大小聚会都取消，婚丧嫁娶全推掉。,鼓励,positive
433," 你我对生活不定会有这些态度,虽然很难做到,但我正努力做到,你呢...?婚礼宴生日趴，不妨往后调一调，外来人实登记。",鼓励,positive
434, 命运馈赠的所有礼物，早就在暗中标好了价格。当你足够善良、努力，上天自会给你应有的回报。在外触摸公共物，千万别再摸口鼻。,鼓励,positive
435, 加油武汉！加油中国！以前我总感叹人间不值得，现在我的恐惧告诉我人生很美丽！加油中国！,鼓励,positive
436, 世界上最幸福的事之努力工作赚钱，然后睡遍全世界豪华酒店。上级已经发号召，不折不扣落实好。,鼓励,positive
437, 听说生日愿望很灵，愿望是早日战胜这场疫情，感染人数不再增加，国泰民安。祝愿平平安安，健康吉祥!,鼓励,positive
438, 小时候，武汉伢常听父母们说，谁家都有过不去的时候，但是亲戚朋友都伸把手，就过去了。这一次，我们体会到了，有你们的驰援，武汉更要加油!武汉爱你们。,鼓励,positive
439, 她的热切的脸，如夜雨似的，搅扰着我的梦魂。板块动，按指令，严要求，不放松。,鼓励,positive
440, 最幸福的事情，不是活的像别人，而是在努力之后，活得更开心，活得更像自己。防护要得法，关键在自保。,鼓励,positive
441, 爱一个人最好的方法就是管好自己；爱有了，保持一点自我，就会有自尊，你的努力就会得到重视。疫情面前莫恐慌，相信政府党中央。,鼓励,positive
442, 【疫情防控知识的句子】病毒凶巴巴；早防不怕它；出门戴口罩；不去把堆扎；咳嗽手遮掩；洗手把毒杀；通风空气新；心定情绪佳；人人抗疫病；平安你我他。,鼓励,positive
443, 努力，不是为了做给谁看，而是努力过，无论面对什么结果，都能问心无愧。旧中国，三座山，中国人民得解放。,鼓励,positive
444, 做努力爬行的蜗牛或者坚持飞翔的笨鸟，在最平凡的生活里，谦卑并且认真地活着。东扯西拉聊疫情；敬请各位来补充；,鼓励,positive
445, 从我做起，不串门、不拜年、不聚餐，不聚堆儿，这就是用实际行动抗击新型肺炎!就是支持武汉!就是祝福祖国!,鼓励,positive
446, 千万不要对任何事感到后悔，因为它曾经一度就是你想要的。后悔没用，要么忘记，要么努力。志愿者，中国人，万众一心向前走。,鼓励,positive
447, 不努力想有能力，天才都会成为蠢材。一但努力了，在笨的人也会精英。勤洗手，常通风，出门务必戴口罩。,鼓励,positive
448, 逆境造就强者。真正的强者，即使在黑暗中亦能高歌而行。众志成城，战胜疫情！,鼓励,positive
449, 你需要努力去超越的人，唯有昨天的自己。心连心、手牵手，干群齐心病毒走；,鼓励,positive
450, 新的一天开始了，心累，却还是那么想你，早安，亲爱的，希望你一切安好。讲卫生、勤消毒饭菜一定得煮熟。,鼓励,positive
451, 你不要抱怨现在的你有多累，你要知道，不是只有你一个人在努力！人人做到早防范，野生动物莫嘴惚。,鼓励,positive
452, 年轻有一万种可能，敢于尝试敢于挑战，努力做最好的自己。少近人堆，不碰野味。,鼓励,positive
453, 一场疫情，让我们明白：无私奉献，真的存在，医务人员，值得称赞。没有身在一线的逆行者，哪有我们现在的平安。,鼓励,positive
454, 我希望你再一次记住啊，昨日如死，昔不可追，朝阳即起，前路光灿。清洁卫生干一干，适当运动多出汗。,鼓励,positive
455, 懂得生命真谛的人，可以使短促的生命延长。新冠肺炎不用怕，冠状病毒来侵袭，举国一心共防御。,鼓励,positive
456, 抗击新冠肺炎紧急医疗队驰援武汉。携手，共克时艰!祝福他们，武汉加油!,鼓励,positive
457, 只有主动努力把自己变得更优秀，才有所谓的故事可言，精致的猪猪女孩。科学防护专家言，从我做起保平安。,鼓励,positive
458, 当你觉的累的时候就看看那些还在努力的人。乡亲们，听我讲，防疫情，莫慌张。,鼓励,positive
459, 疫情之后，我要去流浪，去我想去的地方，来一场说走就走的旅行!人生的片段稍纵即逝，需“即时行乐”!,鼓励,positive
460, 只有充分相信自己，才有决心去摆脱磨难，证明自己不是一个弱者。冲干净后不乱甩，要拿纸巾来擦干。,鼓励,positive
461, 有一线希望，要作出百分之百的努力啊，学习要全力以赴而不是尽力而为。咳嗽打喷嚏，要捂住口鼻。,鼓励,positive
462, 跌倒了再站起来，获得的不仅仅是现在，还有未来。疫情还没控制住，目前无法查病源。,鼓励,positive
463, 一个人熬过了所有的苦难，也就不期待一定要和谁在一起了；我曾诚心努力过，但结局我不想说。用流水，上肥皂。,鼓励,positive
464, 总会有难熬的日子，但你会感谢今日努力拼命的自己，你想要的，就是你的未来。防控此毒也不难，居家隔离戴口罩。,鼓励,positive
465, 这个春节，我们只谈万众一心，只谈用信念筑起一道钢铁长城，就像谈论必将到来的——光明。,鼓励,positive
466, 有勇气并不表示恐惧不存在，而是敢面对恐惧、克服恐惧。致敬逆行者！,鼓励,positive
467, 有一种病叫看过听过励志演讲励志电影励志书籍励志歌曲仿佛就已经奋斗努力过了。毒物源于野动物，有人嘴馋中了招。,鼓励,positive
468, 你不努力，你不奋斗，老了你跟孙子说什么。夏吃丝瓜通脉络，芹菜能降血压高。,鼓励,positive
469, 这个特殊的春节，我们在湖北武汉送给您一份早已备好的祝福。祷每个人都健康平安，天佑中华。你平安昌盛，生生不息！,鼓励,positive
470, 真正的强者，不是要压倒一切，而是不被一切所压倒。集会人多不要去，走亲访友缓一缓。,鼓励,positive
471, 得到的分是我努力的，扣掉的分是你遗传的！乡里村里都能报，发现问题要住院。,鼓励,positive
472, 向冲在一线的英雄们致敬，在这场疫情战中，我们每个人都很重要。大家减少外出，共同战胜疫情!,鼓励,positive
473, 我会努力去靠自己，得到想要的东西和生活，尽管过程比较辛苦，至少不是依附别人而来的踏实。有效措施来防控，强身健体是根本。,鼓励,positive
474," 你走了那么久我希望你一点都没有变就像我对你的爱走再久也依旧！人人做到早防范,野生动物莫嘴馋。",鼓励,positive
475, 生活是一张白纸，每个人都在上面写上自己的一两句话。致敬逆行者！,鼓励,positive
476, 你要有多努力，才能看起来毫不费力。疫情防控阻击战，形势紧迫任务重。,鼓励,positive
477, 岁月不长也不短，虽然你永远不知道意外与明天谁会先到来，但是一切都值得去努力，静待花开。鱼肉蛋奶，熟透为宜。,鼓励,positive
478, 2020年注定是不平凡的一年，希望大家都照顾好自己，不添堵不添乱，出门记得戴口罩，不吃野味，过个平安快乐年!,鼓励,positive
479, 面对疫情，我们不能出门，只好宅在家运动一下，宅，但是不可以胖。,鼓励,positive
480, “只要你真正相信自己并投入工作，就能冲破一切困难获得成功。”国家全面布防控，卫健部门冲在前。,鼓励,positive
481, 我宁愿坚强得让人妒忌，也不会懦弱得让人可怜。我之所以坚强，是因为我没有坚强的后盾。八十高龄上前线，上面每天发文件。,鼓励,positive
482, 想干什么就抓紧去干，人生意外太多了，不想委屈自己，在可控范围内最大限度享受生活，疫情过后，多旅游，多带孩子，少买衣服。,鼓励,positive
483, 不要放弃你的梦想，没有梦想就没有了希望，没有希望就没有了目标。人多病情易传染，发个视频酒杯端，网上干杯更新鲜。,鼓励,positive
484," 努力吧,等你优秀了,你想要的都会来找你。物质生活有保障，精神食粮要跟上。",鼓励,positive
485, 并不是因我坚强，只是我比别人沉默得更久一些；并不是因我快乐，只是我比别人掩藏得更深一些。疫情来，不害怕，注重预防很重要。,鼓励,positive
486, 努力吧，你要对得起你所受过的苦。尤其湖北返乡人，必须在家做隔离。,鼓励,positive
487, 有趣的灵魂在哪里了？被困在家里逼疯的我。希望疫情能够得到有效控制。,鼓励,positive
488, 浙江大学附属邵逸夫医院的医疗队成员集体到医院理发室剪掉长发以明志：不战胜疫情不回浙江！,鼓励,positive
489, 未来是奇幻美丽的，未来是充满活力与希望的。十月，请对我好一点。权威专家钟南山，八十高龄在一线。,鼓励,positive
490, 自信的生命最美丽!像向日葵一样努力向着太阳，充满着满满的正能量。楼宇复工先自查，成立疫情防疫队。,鼓励,positive
491, 为什么你要努力?因为我不想看到我父母在亲戚好友面前低三下四像个佣人。接触走访都要少，齐心协力病毒赶。,鼓励,positive
492, 坚强的撑在嘴上，泪流满面的投降。可以欺骗别人，也可以欺骗自己，我没有那么坚强。村社干部不休息，无私奉献来关切。,鼓励,positive
493, 第一个青春是上帝給的；第二个的青春是自己努力的。ZO商源网若有不适测体温，指定医院随就诊。,鼓励,positive
494, 人的生命长短是有限的，可以在生命有限的长度内创造无限的宽度，这就叫圆，党员干部为的是一生为人民服务，就是人生的圆满。众志成城，战胜疫情！,鼓励,positive
495, 立春意味着新的一个轮回已开启，乃万物起始、一切更生之义也。所以，不好的一切终究会结束，头顶的阴霾终究会散去，可怕的病魔也终究会被战胜。,鼓励,positive
496, 身处逆境，强者积蓄力量，准备冲刺，弱者自甘沉沦，一蹶不振。入小区，搞防控，细询问，要登记。,鼓励,positive
497, 新的一年希望我爱的人爱我的人以及所有为这个社会付出的人员平安健康，还有社会稳定，天下太平，病毒早日被攻克,鼓励,positive
498, 控制疫情，人人有责!在家学习新知识，弹弹钢琴和吉他，还可以练练手指舞，一起来为武汉加油、为中国加油,鼓励,positive
499, 春蚕到死丝方尽，人至期颐亦不休。一息尚存须努力，留作青年好范畴。——吴玉章饭前便后要洗手，疾病不会跟着走。,鼓励,positive
500, 虽然疫情期间不能出门，但是想想能和家里人在一起也很开心，聊聊天，愿岁月静好，安平喜乐!,鼓励,positive
501, 一儿一女，一夫一妻，一世一双，夫复何求。希望你喜欢今天的这组分享。咳嗽喷嚏捂口鼻，要用纸巾是妙招。,鼓励,positive
502, 我的思念随着阳光升起，希望你踏着霞光而来，然而留给我的只有无尽的思念。红枣补气养心血，熬粥加枣皮肤好。,鼓励,positive
503, 真正想要的东西，不只是踮踮脚尖那么简单，所有的收获，一定要全力以赴的努力才能争取。最好互隔离，警惕如之前。,鼓励,positive
504, 男人还是得努力，不管是为了自己更有尊严地活着，还是让自己整个家庭能够生活得更好。不信谣言，防止受骗；过节方式，调整改变。,鼓励,positive
505, 希望每个人都能实现自己的梦想，而不只是说说而已。时间是能挤出来的，梦想也是可能实现的。有发烧、早报告。出门少、戴口罩。,鼓励,positive
506, 没有波浪的江河，是不壮观的；没有挫折的人生，是不完美的。与罪犯，零接触，外出时，距五米。,鼓励,positive
507, 我们如何度过每一天，就是如何度过生命，认真努力在现在最重要的事上。空余之时多学习，保健知识要记牢；,鼓励,positive
508, 如果你过得好，是因为你努力修来的；如果过得不太如意，是因为你正在积累。互理解，互监督，群防群控人人好。,鼓励,positive
509, 懂得欣赏别人的人，一定会被别人欣赏。当班事，交接清，值好班，盯监控。,鼓励,positive
510, 没有一个冬天不会逾越～待春暖花开之时，等一切安好之日，2020会好起来的,鼓励,positive
511, 在家一直没有出门了，虽然真的受不了了，但是也不能出去添乱，这一切快点过去，还我们正常生活吧!,鼓励,positive
512, 没有人能够去替你承受，也没有人能够拿得走你的坚强。而那些没能打败你的，终将使你更强大。早发现，早报告，快去医院早治疗；,鼓励,positive
513, 努力这个词太平凡，但努力将使你的人生不平庸。睡眠足、喝水好，休息好了疾病少；,鼓励,positive
514, 人活着就应该像齐天大圣，疯过，爱过，恨过，闯过，拼过，努力过，但从没有退缩害怕过。边说边打来宣传，我给大家拜大年。,鼓励,positive
515, 一分耕耘一分收获，一分努力一分进步，一分坚持一分成绩，一分付出一分回报。肺炎病毒有传染，防控调研有风险。,鼓励,positive
516, 不能强迫别人来爱自己，只能努力让自己成为值得爱的人，其余的事情则靠缘分。关注新型病毒事，外地来客要报告。,鼓励,positive
517, 盲目可以增加你的勇气，因为你无法看到危险．《格列佛游记》有疫情，如实报，不瞒报，不添乱。,鼓励,positive
518, 立春日，新气象，万物始发，静待春暖花开。一年最美好的开始，愿日日如春爱无疆，如酒似歌福绵长#今日立春##没有一个春天不会到来#,鼓励,positive
519, 人生的乐趣不仅在达到某一目标的那一刻，而更在于继续不断努力追求之中。经常通风勤洗手，环境卫生不可少。,鼓励,positive
520, 不要假装很努力，因为结果不会陪你演戏！再见2019！2020加油！零食虽然很美味，多吃就要伤肠胃。,鼓励,positive
521, 心里好难受，祈祷天佑我们大中国，保佑各省各地的人们，身体健康，平安喜乐[祈福][祈福],鼓励,positive
